,userid,class,gender,start_date,end_date,event_type,is_deleted
2278,TS871110,C03,M,2017-11-01 0:00,,CA1,0
2279,PL340906,C01,M,2017-11-01 0:00,2018-08-31 0:00,CA1,1
2280,TS365322,C01,F,2017-11-01 0:00,,CA1,-1
2281,HD822984,C01,F,2017-11-01 0:00,2019-02-28 0:00,CA1,1
2282,HD623640,C02,M,2017-11-01 0:00,,CA1,-1
2283,PL042341,C03,M,2017-11-01 0:00,,CA1,0
2284,AS548544,C01,F,2017-11-01 0:00,,CA1,0
2285,HI088281,C02,F,2017-11-01 0:00,,CA1,0
2286,PL857529,C03,M,2017-11-01 0:00,,CA1,-1
2287,HD156305,C02,F,2017-11-01 0:00,,CA1,0
2288,GD172092,C02,F,2017-11-01 0:00,,CA1,0
2289,AS412668,C01,F,2017-11-01 0:00,,CA1,-1
2290,TS012757,C03,F,2017-11-01 0:00,,CA1,0
2291,PL558375,C02,F,2017-11-01 0:00,,CA1,0
2292,HI878806,C01,M,2017-11-01 0:00,,CA1,0
2293,HD321813,C02,F,2017-11-01 0:00,2018-11-30 0:00,CA1,1
2294,OA406772,C02,M,2017-11-01 0:00,2018-11-30 0:00,CA1,1
2295,OA052852,C02,M,2017-11-01 0:00,2018-11-30 0:00,CA1,1
2296,HI637811,C02,F,2017-11-01 0:00,,CA1,0
2297,PL430333,C01,M,2017-11-01 0:00,,CA1,-1
2298,HI107999,C01,M,2017-11-01 0:00,,CA1,0
2299,GD701512,C01,M,2017-11-01 0:00,2018-11-30 0:00,CA1,-1
2300,TS682265,C03,M,2017-11-01 0:00,,CA1,0
2301,TS758130,C02,F,2017-11-01 0:00,2018-05-31 0:00,CA1,1
2302,HI373091,C02,F,2017-11-01 0:00,2018-05-31 0:00,CA1,-1
2303,HD055792,C01,M,2017-11-01 0:00,,CA1,-1
2304,HI664739,C01,M,2017-11-01 0:00,,CA1,0
2305,GD332587,C02,F,2017-11-01 0:00,2018-05-31 0:00,CA1,1
2306,HD801142,C01,M,2017-11-01 0:00,2018-05-31 0:00,CA1,1
2307,PL221756,C03,M,2017-11-01 0:00,2019-03-31 0:00,CA1,1
2308,HI501312,C02,M,2017-11-01 0:00,2018-05-31 0:00,CA1,-1
2309,OA697065,C02,F,2017-11-01 0:00,2018-05-31 0:00,CA1,1
2310,TS493191,C03,F,2017-11-01 0:00,,CA1,0
2311,TS132003,C02,F,2017-11-01 0:00,,CA1,0
2312,HD245568,C02,F,2017-11-01 0:00,,CA1,0
2313,HD768386,C03,M,2017-11-01 0:00,2018-11-30 0:00,CA1,1
2314,TS093380,C01,F,2017-11-01 0:00,,CA1,-1
2315,GD788422,C03,M,2017-11-01 0:00,,CA1,-1
2316,PL023132,C01,M,2017-11-01 0:00,,CA1,0
2317,TS919144,C03,M,2017-11-01 0:00,2018-10-31 0:00,CA1,1
2318,AS390441,C03,M,2017-11-01 0:00,,CA1,0
2319,TS731637,C02,M,2017-11-01 0:00,,CA1,0
2320,IK689396,C02,F,2017-11-01 0:00,2018-04-30 0:00,CA1,1
2321,IK151065,C03,M,2017-11-01 0:00,2018-04-30 0:00,CA1,1
2322,AS928923,C03,F,2017-11-01 0:00,2018-10-31 0:00,CA1,-1
2323,HD537011,C03,F,2017-11-01 0:00,,CA1,0
2324,HI273985,C03,M,2017-11-01 0:00,,CA1,0
2325,HI501814,C01,F,2017-11-01 0:00,2019-02-28 0:00,CA1,1
2326,OA820321,C03,M,2017-11-01 0:00,2018-04-30 0:00,CA1,1
2327,PL166709,C02,F,2017-11-01 0:00,,CA1,0
2328,AS995937,C02,M,2017-11-01 0:00,,CA1,0
2329,PL866469,C03,M,2017-11-01 0:00,,CA1,0
2330,OA021894,C03,M,2017-11-01 0:00,2018-04-30 0:00,CA1,1
2331,TS642752,C02,F,2017-11-01 0:00,2019-02-28 0:00,CA1,1
2332,AS073168,C01,M,2017-11-01 0:00,,CA1,0
2333,OA212271,C01,F,2017-11-01 0:00,,CA1,0
2334,HD666936,C01,M,2017-11-01 0:00,,CA1,0
2335,PL004477,C01,F,2017-11-01 0:00,2018-04-30 0:00,CA1,1
2336,IK524314,C01,M,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2337,TS218627,C02,F,2017-12-01 0:00,2018-07-31 0:00,CA3,-1
2338,GD401728,C01,M,2017-12-01 0:00,,CA3,-1
2339,PL147335,C03,M,2017-12-01 0:00,,CA3,-1
2340,IK142972,C01,F,2017-12-01 0:00,,CA3,-1
2341,HD822643,C01,F,2017-12-01 0:00,2018-07-31 0:00,CA3,-1
2342,PL952460,C01,F,2017-12-01 0:00,2018-07-31 0:00,CA3,-1
2343,PL828083,C03,M,2017-12-01 0:00,,CA3,0
2344,HD640143,C01,M,2017-12-01 0:00,,CA3,0
2345,IK094736,C02,F,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2346,TS409844,C02,F,2017-12-01 0:00,,CA3,0
2347,TS277529,C03,M,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2348,PL258167,C02,F,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2349,HI525146,C03,M,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2350,OA535401,C02,F,2017-12-01 0:00,,CA3,0
2351,IK236489,C01,F,2017-12-01 0:00,,CA3,-1
2352,TS025348,C02,F,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2353,AS351574,C02,M,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2354,PL303162,C02,F,2017-12-01 0:00,,CA3,0
2355,AS846781,C03,M,2017-12-01 0:00,2018-07-31 0:00,CA3,-1
2356,OA427655,C02,F,2017-12-01 0:00,,CA3,0
2357,OA855863,C01,M,2017-12-01 0:00,,CA3,0
2358,PL594064,C01,M,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2359,HD981504,C01,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2360,PL876743,C01,F,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2361,IK652901,C01,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2362,OA917563,C02,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2363,HD344852,C01,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2364,GD711631,C01,M,2017-12-01 0:00,2018-06-30 0:00,CA3,-1
2365,OA493465,C02,F,2017-12-01 0:00,2018-06-30 0:00,CA3,-1
2366,IK252166,C02,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2367,GD398206,C01,M,2017-12-01 0:00,,CA3,-1
2368,PL391700,C03,M,2017-12-01 0:00,2018-06-30 0:00,CA3,-1
2369,HI735675,C03,F,2017-12-01 0:00,,CA3,0
2370,HI027437,C01,F,2017-12-01 0:00,,CA3,0
2371,GD575423,C02,M,2017-12-01 0:00,,CA3,0
2372,TS569600,C01,F,2017-12-01 0:00,2019-02-28 0:00,CA3,1
2373,PL020821,C03,M,2017-12-01 0:00,,CA3,0
2374,HD848426,C02,F,2017-12-01 0:00,,CA3,0
2375,OA468240,C02,F,2017-12-01 0:00,,CA3,0
2376,TS300891,C02,F,2017-12-01 0:00,,CA3,0
2377,AS235724,C01,M,2017-12-01 0:00,,CA3,0
2378,IK853780,C03,M,2017-12-01 0:00,,CA3,0
2379,GD843424,C02,F,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2380,IK057975,C01,F,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2381,HD160543,C02,M,2017-12-01 0:00,,CA3,0
2382,AS924898,C02,F,2017-12-01 0:00,,CA3,0
2383,HD053694,C01,F,2017-12-01 0:00,,CA3,0
2384,GD376049,C02,F,2017-12-01 0:00,,CA3,-1
2385,GD057803,C02,F,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2386,GD038969,C02,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2387,HI491504,C03,F,2017-12-01 0:00,2018-07-31 0:00,CA3,1
2388,PL950758,C03,M,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2389,HI108402,C02,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2390,IK825670,C01,F,2017-12-01 0:00,2018-07-31 0:00,CA3,-1
2391,IK604091,C01,M,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2392,OA846610,C01,M,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2393,HI599756,C03,M,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2394,OA944593,C01,M,2017-12-01 0:00,2018-04-30 0:00,CA3,-1
2395,HI941745,C01,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2396,HD974505,C02,F,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2397,HI629862,C01,F,2017-12-01 0:00,2018-04-30 0:00,CA3,-1
2398,OA676083,C01,F,2017-12-01 0:00,2019-01-31 0:00,CA3,1
2399,HI035448,C01,F,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2400,HD376302,C01,F,2017-12-01 0:00,2019-01-31 0:00,CA3,-1
2401,GD471767,C02,F,2017-12-01 0:00,,CA3,0
2402,HI060044,C01,F,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2403,PL784647,C02,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2404,OA022685,C03,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2405,IK331582,C01,M,2017-12-01 0:00,2018-05-31 0:00,CA3,-1
2406,TS033156,C03,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2407,OA481981,C02,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2408,HD214175,C02,M,2017-12-01 0:00,,CA3,0
2409,HD652153,C02,M,2017-12-01 0:00,2018-04-30 0:00,CA3,1
2410,TS041114,C01,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2411,HD121067,C01,M,2017-12-01 0:00,,CA3,0
2412,PL675446,C02,F,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2413,HD566204,C03,F,2017-12-01 0:00,2018-06-30 0:00,CA3,-1
2414,HD200554,C01,M,2017-12-01 0:00,2018-06-30 0:00,CA3,-1
2415,OA671084,C01,M,2017-12-01 0:00,2018-06-30 0:00,CA3,1
2416,GD492710,C03,M,2017-12-01 0:00,,CA3,0
2417,PL661925,C01,M,2017-12-01 0:00,2018-05-31 0:00,CA3,1
2418,OA104546,C03,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2419,OA510950,C01,M,2017-12-01 0:00,2018-05-31 0:00,CA3,-1
2420,HI698264,C01,F,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2421,TS298879,C01,M,2017-12-01 0:00,2018-10-31 0:00,CA3,-1
2422,HD766838,C01,F,2017-12-01 0:00,2018-10-31 0:00,CA3,1
2423,HI846961,C02,F,2017-12-01 0:00,2018-10-31 0:00,CA3,-1
2424,TS235548,C01,M,2017-12-01 0:00,2018-10-31 0:00,CA3,1
2425,TS853020,C02,F,2017-12-01 0:00,2018-10-31 0:00,CA3,-1
2426,OA388010,C01,M,2017-12-01 0:00,,CA3,0
2427,GD479253,C01,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2428,HD052466,C01,M,2017-12-01 0:00,,CA3,-1
2429,HD332594,C01,F,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2430,AS811755,C03,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2431,HI201295,C01,M,2017-12-01 0:00,,CA3,0
2432,HI994796,C02,F,2017-12-01 0:00,,CA3,0
2433,PL960961,C03,M,2017-12-01 0:00,,CA3,0
2434,TS231098,C01,M,2017-12-01 0:00,,CA3,0
2435,HI020478,C01,F,2017-12-01 0:00,,CA3,-1
2436,TS601124,C03,M,2017-12-01 0:00,,CA3,-1
2437,AS015746,C01,M,2017-12-01 0:00,2018-08-31 0:00,CA3,-1
2438,HI584203,C03,M,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2439,AS546865,C03,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2440,IK749861,C03,M,2017-12-01 0:00,,CA3,0
2441,OA181958,C01,F,2017-12-01 0:00,,CA3,0
2442,PL082485,C01,F,2017-12-01 0:00,,CA3,0
2443,TS510841,C02,F,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2444,HD487840,C03,M,2017-12-01 0:00,,CA3,-1
2445,IK770101,C01,F,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2446,HD631824,C01,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2447,HI247770,C01,F,2017-12-01 0:00,,CA3,0
2448,TS390923,C03,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2449,HI215420,C01,F,2017-12-01 0:00,2018-09-30 0:00,CA3,1
2450,AS677229,C02,F,2017-12-01 0:00,2018-09-30 0:00,CA3,1
2451,HI939855,C02,F,2017-12-01 0:00,2018-09-30 0:00,CA3,1
2452,HD952315,C02,F,2017-12-01 0:00,2018-09-30 0:00,CA3,-1
2453,HI592803,C01,F,2017-12-01 0:00,2018-09-30 0:00,CA3,-1
2454,IK525000,C01,F,2017-12-01 0:00,2018-09-30 0:00,CA3,1
2455,IK171801,C03,M,2017-12-01 0:00,2018-09-30 0:00,CA3,1
2456,IK817088,C03,F,2017-12-01 0:00,2018-09-30 0:00,CA3,1
2457,OA673896,C01,M,2017-12-01 0:00,,CA3,0
2458,IK529990,C02,F,2017-12-01 0:00,,CA3,-1
2459,GD191589,C01,F,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2460,PL417119,C01,M,2017-12-01 0:00,2018-12-31 0:00,CA3,1
2461,IK914829,C01,M,2017-12-01 0:00,,CA3,-1
2462,IK582567,C02,F,2017-12-01 0:00,,CA3,0
2463,PL731429,C03,M,2017-12-01 0:00,,CA3,0
2464,HI457483,C01,M,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2465,GD969310,C03,M,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2466,IK005076,C01,F,2017-12-01 0:00,,CA3,-1
2467,TS169261,C03,M,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2468,GD741058,C01,M,2017-12-01 0:00,2018-11-30 0:00,CA3,1
2469,AS879331,C02,F,2017-12-01 0:00,,CA3,-1
2470,HD587331,C02,F,2017-12-01 0:00,,CA3,0
2471,HI912202,C01,M,2017-12-01 0:00,2018-08-31 0:00,CA3,-1
2472,GD326524,C01,M,2017-12-01 0:00,2018-11-30 0:00,CA3,1
2473,OA422340,C01,M,2017-12-01 0:00,2018-11-30 0:00,CA3,-1
2474,AS589687,C01,M,2017-12-01 0:00,,CA3,0
2475,TS489018,C02,M,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2476,OA783122,C03,M,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2477,HD147072,C02,F,2017-12-01 0:00,,CA3,0
2478,IK874777,C01,M,2017-12-01 0:00,,CA3,0
2479,PL910647,C01,F,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2480,PL198428,C01,F,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2481,HD476620,C02,M,2017-12-01 0:00,2018-11-30 0:00,CA3,1
2482,IK114480,C01,F,2017-12-01 0:00,,CA3,0
2483,IK180880,C02,F,2017-12-01 0:00,,CA3,-1
2484,PL821971,C03,F,2017-12-01 0:00,,CA3,0
2485,HI583705,C03,F,2017-12-01 0:00,2018-08-31 0:00,CA3,-1
2486,HI338427,C02,F,2017-12-01 0:00,,CA3,0
2487,IK712590,C02,F,2017-12-01 0:00,2018-08-31 0:00,CA3,-1
2488,AS890023,C02,F,2017-12-01 0:00,2018-08-31 0:00,CA3,1
2489,GD531348,C01,M,2017-12-01 0:00,,CA3,0
2490,PL201799,C03,M,2017-12-01 0:00,,CA3,0
2491,HD901734,C01,M,2017-12-01 0:00,,CA3,-1
2492,GD624477,C03,F,2017-12-01 0:00,2018-08-31 0:00,CA3,-1
2493,TS465474,C03,M,2017-12-01 0:00,2018-11-30 0:00,CA3,1
2494,OA115840,C02,M,2017-12-01 0:00,,CA3,-1
2495,IK279715,C01,M,2017-12-01 0:00,2018-08-31 0:00,CA3,-1
2496,IK067006,C01,M,2018-01-01 0:00,,CA1,-1
2497,IK328604,C01,M,2018-01-01 0:00,2018-05-31 0:00,CA1,1
2498,HD903528,C02,F,2018-01-01 0:00,,CA1,-1
2499,IK297810,C02,F,2018-01-01 0:00,,CA1,0
2500,AS220894,C01,M,2018-01-01 0:00,2018-12-31 0:00,CA1,1
2501,HD498491,C02,M,2018-01-01 0:00,2018-12-31 0:00,CA1,1
2502,PL556767,C01,M,2018-01-01 0:00,,CA1,0
2503,HI567520,C01,M,2018-01-01 0:00,,CA1,0
2504,GD164396,C01,M,2018-01-01 0:00,2018-12-31 0:00,CA1,1
2505,AS206541,C03,M,2018-01-01 0:00,2018-05-31 0:00,CA1,1
2506,GD408230,C03,M,2018-01-01 0:00,,CA1,0
2507,PL458124,C03,F,2018-01-01 0:00,,CA1,-1
2508,HI237883,C01,M,2018-01-01 0:00,,CA1,0
2509,PL918865,C01,M,2018-01-01 0:00,,CA1,-1
2510,OA462037,C01,M,2018-01-01 0:00,,CA1,0
2511,HD567544,C01,M,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2512,AS575508,C02,F,2018-01-01 0:00,2018-10-31 0:00,CA1,1
2513,TS832950,C03,M,2018-01-01 0:00,,CA1,0
2514,HD765554,C02,F,2018-01-01 0:00,,CA1,0
2515,GD518115,C03,M,2018-01-01 0:00,,CA1,0
2516,PL732008,C01,M,2018-01-01 0:00,,CA1,0
2517,HD171678,C02,F,2018-01-01 0:00,2018-05-31 0:00,CA1,1
2518,GD171613,C03,F,2018-01-01 0:00,2018-12-31 0:00,CA1,-1
2519,TS051818,C01,F,2018-01-01 0:00,,CA1,0
2520,OA782311,C01,M,2018-01-01 0:00,,CA1,-1
2521,HD981821,C02,M,2018-01-01 0:00,2018-12-31 0:00,CA1,1
2522,PL361492,C02,M,2018-01-01 0:00,2018-12-31 0:00,CA1,1
2523,HD313841,C01,M,2018-01-01 0:00,2018-12-31 0:00,CA1,1
2524,HI940182,C01,F,2018-01-01 0:00,,CA1,0
2525,GD703244,C01,F,2018-01-01 0:00,2019-02-28 0:00,CA1,-1
2526,AS550302,C03,M,2018-01-01 0:00,,CA1,0
2527,IK699204,C01,M,2018-01-01 0:00,2018-11-30 0:00,CA1,1
2528,IK092130,C01,M,2018-01-01 0:00,,CA1,0
2529,OA659141,C01,F,2018-01-01 0:00,2018-05-31 0:00,CA1,1
2530,TS133757,C01,M,2018-01-01 0:00,,CA1,-1
2531,IK620970,C03,F,2018-01-01 0:00,,CA1,0
2532,AS913753,C03,M,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2533,GD762120,C01,F,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2534,HD292217,C03,M,2018-01-01 0:00,2018-10-31 0:00,CA1,1
2535,TS637747,C01,M,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2536,HI987024,C01,F,2018-01-01 0:00,2018-10-31 0:00,CA1,1
2537,OA175481,C01,M,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2538,HD099859,C03,M,2018-01-01 0:00,2018-10-31 0:00,CA1,1
2539,HI104906,C02,F,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2540,HI443421,C02,F,2018-01-01 0:00,2018-06-30 0:00,CA1,1
2541,AS473535,C01,M,2018-01-01 0:00,2018-11-30 0:00,CA1,1
2542,HI193026,C02,F,2018-01-01 0:00,2018-08-31 0:00,CA1,-1
2543,HI911192,C03,M,2018-01-01 0:00,2018-09-30 0:00,CA1,1
2544,PL571624,C03,F,2018-01-01 0:00,,CA1,0
2545,TS518383,C01,M,2018-01-01 0:00,,CA1,0
2546,IK797502,C03,M,2018-01-01 0:00,,CA1,0
2547,GD620721,C01,M,2018-01-01 0:00,2019-01-31 0:00,CA1,1
2548,AS210846,C03,M,2018-01-01 0:00,2019-01-31 0:00,CA1,-1
2549,IK923373,C01,M,2018-01-01 0:00,2019-01-31 0:00,CA1,-1
2550,AS082596,C01,M,2018-01-01 0:00,,CA1,-1
2551,HI311281,C01,M,2018-01-01 0:00,,CA1,-1
2552,PL197632,C03,M,2018-01-01 0:00,2019-01-31 0:00,CA1,-1
2553,PL697202,C03,M,2018-01-01 0:00,2019-01-31 0:00,CA1,1
2554,TS037478,C02,M,2018-01-01 0:00,,CA1,0
2555,PL270733,C01,F,2018-01-01 0:00,,CA1,-1
2556,HD595882,C03,M,2018-01-01 0:00,,CA1,-1
2557,HI818090,C01,M,2018-01-01 0:00,,CA1,0
2558,IK452215,C03,M,2018-01-01 0:00,,CA1,0
2559,HD268516,C02,F,2018-01-01 0:00,2019-01-31 0:00,CA1,1
2560,HD801821,C02,F,2018-01-01 0:00,,CA1,0
2561,TS634117,C02,F,2018-01-01 0:00,2019-02-28 0:00,CA1,-1
2562,HD824079,C02,F,2018-01-01 0:00,2019-02-28 0:00,CA1,1
2563,AS814944,C02,F,2018-01-01 0:00,2018-08-31 0:00,CA1,-1
2564,OA449747,C03,M,2018-01-01 0:00,2018-08-31 0:00,CA1,1
2565,HD394739,C03,M,2018-01-01 0:00,,CA1,0
2566,HI849593,C02,F,2018-01-01 0:00,2018-08-31 0:00,CA1,1
2567,OA909231,C03,M,2018-01-01 0:00,,CA1,-1
2568,TS989364,C01,M,2018-01-01 0:00,,CA1,0
2569,TS828794,C01,M,2018-01-01 0:00,2018-08-31 0:00,CA1,1
2570,TS624100,C03,F,2018-01-01 0:00,2019-02-28 0:00,CA1,1
2571,HD837482,C01,F,2018-01-01 0:00,,CA1,-1
2572,HI459439,C01,M,2018-01-01 0:00,,CA1,0
2573,TS884681,C01,M,2018-01-01 0:00,2018-08-31 0:00,CA1,-1
2574,PL044696,C02,F,2018-01-01 0:00,2018-08-31 0:00,CA1,1
2575,HD509520,C01,F,2018-01-01 0:00,,CA1,0
2576,TS800913,C03,M,2018-01-01 0:00,,CA1,0
2577,HI630523,C01,M,2018-01-01 0:00,,CA1,0
2578,IK067038,C02,F,2018-01-01 0:00,2018-07-31 0:00,CA1,1
2579,TS953790,C02,F,2018-01-01 0:00,,CA1,0
2580,PL708032,C03,F,2018-01-01 0:00,2018-07-31 0:00,CA1,1
2581,HI402432,C01,F,2018-01-01 0:00,,CA1,-1
2582,GD558480,C02,F,2018-01-01 0:00,2018-04-30 0:00,CA1,1
2583,PL508504,C02,F,2018-01-01 0:00,2018-05-31 0:00,CA1,-1
2584,OA295880,C03,M,2018-01-01 0:00,,CA1,0
2585,PL283747,C01,F,2018-01-01 0:00,,CA1,-1
2586,HD739338,C01,M,2018-01-01 0:00,,CA1,0
2587,OA886918,C03,M,2018-01-01 0:00,,CA1,-1
2588,GD420163,C02,F,2018-01-01 0:00,2018-05-31 0:00,CA1,1
2589,HD335580,C01,M,2018-01-01 0:00,2018-05-31 0:00,CA1,1
2590,AS288569,C02,F,2018-01-01 0:00,,CA1,0
2591,PL894373,C01,F,2018-01-01 0:00,2018-09-30 0:00,CA1,1
2592,AS628460,C01,M,2018-01-01 0:00,2018-09-30 0:00,CA1,1
2593,HD793729,C02,F,2018-01-01 0:00,,CA1,0
2594,IK961793,C01,M,2018-01-01 0:00,2018-09-30 0:00,CA1,-1
2595,IK040751,C01,M,2018-01-01 0:00,,CA1,0
2596,AS055659,C02,F,2018-01-01 0:00,,CA1,-1
2597,TS099117,C03,M,2018-01-01 0:00,2018-07-31 0:00,CA1,-1
2598,GD719026,C03,M,2018-01-01 0:00,,CA1,0
2599,AS477871,C01,M,2018-01-01 0:00,2018-04-30 0:00,CA1,1
2600,HD126441,C03,M,2018-01-01 0:00,2018-04-30 0:00,CA1,1
2601,HD653952,C02,F,2018-01-01 0:00,2019-01-31 0:00,CA1,1
2602,PL287258,C01,F,2018-01-01 0:00,2018-07-31 0:00,CA1,1
2603,HD952062,C01,F,2018-01-01 0:00,2018-07-31 0:00,CA1,-1
2604,OA986148,C01,M,2018-01-01 0:00,2018-07-31 0:00,CA1,1
2605,IK432403,C03,M,2018-01-01 0:00,2018-07-31 0:00,CA1,1
2606,HI059355,C01,F,2018-01-01 0:00,2019-02-28 0:00,CA1,1
2607,IK206015,C01,F,2018-01-01 0:00,2018-07-31 0:00,CA1,1
2608,PL982189,C02,F,2018-01-01 0:00,,CA1,0
2609,TS476049,C01,F,2018-01-01 0:00,,CA1,-1
2610,AS531034,C02,F,2018-01-01 0:00,,CA1,0
2611,IK988102,C01,M,2018-01-01 0:00,,CA1,0
2612,AS618299,C02,F,2018-01-01 0:00,,CA1,0
2613,GD809947,C01,F,2018-01-01 0:00,,CA1,-1
2614,AS385315,C02,F,2018-01-01 0:00,,CA1,0
2615,TS602569,C03,F,2018-01-01 0:00,2018-04-30 0:00,CA1,1
2616,HI169908,C02,F,2018-01-01 0:00,2018-04-30 0:00,CA1,-1
2617,HI001877,C01,F,2018-01-01 0:00,,CA1,0
2618,HI174281,C03,F,2018-02-01 0:00,,CA1,0
2619,OA492747,C01,F,2018-02-01 0:00,2019-02-28 0:00,CA1,1
2620,PL551489,C01,M,2018-02-01 0:00,,CA1,0
2621,HI456699,C01,M,2018-02-01 0:00,,CA1,-1
2622,PL325020,C01,F,2018-02-01 0:00,,CA1,0
2623,AS981537,C03,M,2018-02-01 0:00,,CA1,0
2624,OA832666,C02,F,2018-02-01 0:00,2019-03-31 0:00,CA1,1
2625,AS494168,C03,F,2018-02-01 0:00,,CA1,-1
2626,AS193568,C01,F,2018-02-01 0:00,,CA1,-1
2627,AS319907,C01,F,2018-02-01 0:00,,CA1,0
2628,HD600586,C01,M,2018-02-01 0:00,,CA1,0
2629,HI121657,C01,M,2018-02-01 0:00,2019-03-31 0:00,CA1,1
2630,HD893022,C03,F,2018-02-01 0:00,,CA1,-1
2631,TS941110,C01,M,2018-02-01 0:00,,CA1,0
2632,GD296025,C02,M,2018-02-01 0:00,,CA1,-1
2633,IK755553,C01,M,2018-02-01 0:00,,CA1,-1
2634,TS714045,C02,F,2018-02-01 0:00,,CA1,0
2635,HD359876,C02,F,2018-02-01 0:00,,CA1,0
2636,HD203527,C01,F,2018-02-01 0:00,,CA1,0
2637,GD807714,C01,M,2018-02-01 0:00,,CA1,0
2638,HD364970,C03,M,2018-02-01 0:00,,CA1,0
2639,GD109842,C01,F,2018-02-01 0:00,,CA1,0
2640,HD715012,C01,M,2018-02-01 0:00,,CA1,0
2641,AS161071,C01,M,2018-02-01 0:00,,CA1,0
2642,AS491316,C03,F,2018-02-01 0:00,2018-04-30 0:00,CA1,1
2643,AS222240,C03,F,2018-02-01 0:00,2018-04-30 0:00,CA1,1
2644,IK549010,C01,M,2018-02-01 0:00,2018-04-30 0:00,CA1,1
2645,AS417309,C02,F,2018-02-01 0:00,2018-04-30 0:00,CA1,-1
2646,GD673835,C01,M,2018-02-01 0:00,2018-04-30 0:00,CA1,1
2647,IK698337,C01,M,2018-02-01 0:00,2018-04-30 0:00,CA1,1
2648,GD114852,C01,M,2018-02-01 0:00,,CA1,0
2649,AS488509,C03,M,2018-02-01 0:00,2019-02-28 0:00,CA1,1
2650,IK013644,C01,F,2018-02-01 0:00,,CA1,0
2651,GD095067,C02,F,2018-02-01 0:00,2018-05-31 0:00,CA1,1
2652,AS365290,C02,M,2018-02-01 0:00,2018-12-31 0:00,CA1,1
2653,OA781562,C03,M,2018-02-01 0:00,,CA1,0
2654,TS333942,C03,F,2018-02-01 0:00,,CA1,-1
2655,HI576699,C01,M,2018-02-01 0:00,2019-01-31 0:00,CA1,1
2656,PL043142,C03,M,2018-02-01 0:00,,CA1,0
2657,HI500662,C03,M,2018-02-01 0:00,,CA1,0
2658,AS838065,C01,M,2018-02-01 0:00,2018-10-31 0:00,CA1,-1
2659,PL077120,C02,F,2018-02-01 0:00,,CA1,-1
2660,HI888272,C02,F,2018-02-01 0:00,2018-10-31 0:00,CA1,1
